camp_name,address,category,director,operator,city,state,accredited-member,programs,zip_code,nogeo,latitude,longitude
Camp Hoover,2065 Song Lake Xing,,,Girl Scouts - NYPenn Pathways,Tully,NY,,1.0,13159-3300,"2065 Song Lake Xing, Tully, NY, 13159-3300, USA",42.769431,-76.14213099999999
Camp Starfish,12 Camp Monomonac Rd,"Independent, Not for Profit",Sophie Wadsworth,Camp Starfish (Operator),Rindge,NH,,1.0,03461-5802,"12 Camp Monomonac Rd, Rindge, NH, 03461-5802, USA",42.718288,-71.985474
Camp Black Hawk,N2674 Blackhawk Rd,Girl Scouts of the USA,Kim Rathsack,Girl Scouts - Wisconsin - Badgerland,Elton,WI,,1.0,54430-9746,"N2674 Blackhawk Rd, Elton, WI, 54430-9746, USA",45.1236795,-88.9010502
Camp He Ola Ke Keiki - ADA,69-385 Farrington Hwy,American Diabetes Association,Morgan Coenen,American Diabetes Association - National Office (Accredited Camps),Waialua,HI,,1.0,96791-9383,"69-385 Farrington Hwy, Waialua, HI, 96791-9383, USA",21.5787386,-158.2260392
Camp Midicha - ADA,10407 N  Rd,American Diabetes Association,Emily Madison,American Diabetes Association - National Office (Accredited Camps),Fenton,MI,,1.0,10407,"10407 N  Rd, Fenton, MI, 10407, USA",42.8187876,-83.7277526
Rawhide Ranch,"1292 State Road 135 SNashville, IN","Independent, For Profit",Jennifer Peddycord,"Double D Ranch Mgmt, Assoc LLC",Bonsall,CA,,5.0,47448-9053,"1292 State Road 135 SNashville, IN, Bonsall, CA, 47448-9053, USA",39.1761078,-86.1931534
Rawhide Ranch,1292 State Road 135 S,"Independent, For Profit",Jennifer Peddycord,"Double D Ranch Mgmt, Assoc LLC",Nashville,IN,,1.0,47448-9053,"1292 State Road 135 S, Nashville, IN, 47448-9053, USA",39.1761078,-86.1931534
Janette Pollay Program Center,Ordean Bldg Ste G3,,,Janette Pollay Program Center,Duluth,MN,,1.0,55802,"Ordean Bldg Ste G3, Duluth, MN, 55802, USA",46.7943133,-92.08826769999999
"Camp YoliJwa, Doubling Gap Center",1550 Doubling Gap Rd,Church of God,Stephen Long,"Camp YoliJwa, Doubling Gap Center",Newville,PA,,1.0,17241-9758,"1550 Doubling Gap Rd, Newville, PA, 17241-9758, USA",40.2790437,-77.42242829999999
University of San Diego Trio Upward Bound,5998 Alcala Park,,,University of San Diego,San Diego,CA,,1.0,92110-2476,"5998 Alcala Park, San Diego, CA, 92110-2476, USA",32.7689166,-117.196024
Camp Kid Warrior,Coming Soon,"Independent, For Profit",Cara Castronuova,Camp Kid Warrior,Mineola,NY,,1.0,11501,"Coming Soon, Mineola, NY, 11501, USA",40.74921399999999,-73.6411129
Camp St. Francis,2320 Sumner Ave,Roman Catholic,Fr. Tom Juarez,Camp St. Francis,Aptos,CA,,1.0,95003-5832,"2320 Sumner Ave, Aptos, CA, 95003-5832, USA",36.9456921,-121.8716926
Stevens Institute of Technology Pre-College Programs,1 Castle Point Ter,"Independent, Not for Profit",Tiffany Onorato,Stevens Institute of Technology Pre-College Programs,Hoboken,NJ,,1.0,07030-5906,"1 Castle Point Ter, Hoboken, NJ, 07030-5906, USA",40.7446229,-74.02539949999999
En Français Immersion Camp,1700  Marshall Rd,"Independent, For Profit",Delphine Lemaitre,En Français Immersion Program Camp (Operator),Petaluma,CA,,1.0,94952-9457,"1700  Marshall Rd, Petaluma, CA, 94952-9457, USA",38.2524169,-122.6676033
"Cross Education, Tokyo, Japan Camp/Academy 2019","22-3 IchibanchōChiyoda-ku, Tokyo 102-0082JAPAN","Independent, For Profit",Gregory Culos,"Cross Education, Tokyo, Japan Camp/Academy 2019",,,,1.0,,"22-3 IchibanchōChiyoda-ku, Tokyo 102-0082JAPAN, nan, nan, nan, USA",35.6764225,139.650027
Westover Summer Camp,1237 Whittemore Rd,Community Center,Emily Diedrich,Westover Summer Camp,Middlebury,CT,,1.0,06708,"1237 Whittemore Rd, Middlebury, CT, 06708, USA",41.5271782,-73.1233506
Santa Catalina School,1500 Mark Thomas Dr,Roman Catholic,Ange Atkinson,Santa Catalina School,Monterey,CA,,1.0,93940-5238,"1500 Mark Thomas Dr, Monterey, CA, 93940-5238, USA",36.592004,-121.8690363
Camp Liberty,"15719 Al Highway 157Vinemont, AL","Independent, For Profit","COL Joseph M. Land, Sr., XMC","Liberty Communications, LLC",New Liberty,IA,Accredited Member,1.0,15719,"15719 Al Highway 157Vinemont, AL, New Liberty, IA, 15719, USA",41.7178039,-90.87903709999999
Camp Liberty,15719 Al Highway 157Vinemont,"Independent, For Profit","COL Joseph M. Land, Sr., XMC","Liberty Communications, LLC",Battleground,AL,,1.0,15719,"15719 Al Highway 157Vinemont, Battleground, AL, 15719, USA",34.2900408,-87.00021919999999
Eagle Springs Programs,58 Eagle Springs Rd,"Independent, For Profit",Catherine Hamilton,Eagle Springs Programs (Operator),Pine Grove,PA,,1.0,17963-8009,"58 Eagle Springs Rd, Pine Grove, PA, 17963-8009, USA",40.6077868,-76.3071674
Cole Family Summer Music Festival,100 College St,College or University,Timothy Shook,Children's Harbor (Operator),Winfield,KS,,1.0,67156-2443,"100 College St, Winfield, KS, 67156-2443, USA",37.2500706,-96.9757961
Lakeshore Center at Okoboji,1864 Highway 86,Presbyterian,Beth Ehlers,Lakeshore Center at Okoboji (PCCCA),Milford,IA,,1.0,51351-7267,"1864 Highway 86, Milford, IA, 51351-7267, USA",43.3762535,-95.1828472
Camp Michawana,5800 Head Lake Rd,Nondenominational Christian,Terry Wendt,Camp Michawana Inc,Hastings,MI,,1.0,49058-9241,"5800 Head Lake Rd, Hastings, MI, 49058-9241, USA",42.5659879,-85.37016349999999
Camp Michikamau,K5 County Route 106 WBear Mountain,YMCA,Martin Richards,Metro YMCA of the Oranges,Southfields,NY,,1.0,10911,"K5 County Route 106 WBear Mountain, Southfields, NY, 10911, USA",41.2305721,-74.0877633
Camp Arrowwood,3601 Lyon Springs Rd,Nondenominational Christian,Seth Houser,Camp Anokijig (Operator),Sevierville,TN,,1.0,37862-8257,"3601 Lyon Springs Rd, Sevierville, TN, 37862-8257, USA",35.700612,-83.6469625
Caribou Creek Corral,8190 Secret Canyon Rd,,,Dennis Laukala,Ellensburg,WA,,1.0,98926-7748,"8190 Secret Canyon Rd, Ellensburg, WA, 98926-7748, USA",47.0995776,-120.2818679
YMCA Camp Cha-La-Kee,4380 Cha-La-Kee Rd,YMCA,Laura Weeks,Heart of the Valley YMCA,Guntersville,AL,,1.0,35976,"4380 Cha-La-Kee Rd, Guntersville, AL, 35976, USA",34.406965,-86.33519799999999
"Empire State Special Needs Experience, Inc",725 Larue Rd,Lions Club,Tom Bailey,"Empire State Special Needs Experience, Inc",Spencer,NY,,1.0,14883-9612,"725 Larue Rd, Spencer, NY, 14883-9612, USA",42.272998,-76.454622
Camp Aldersgate,"3276 Dyewood Rd SWCarrollton, OH",,,Camp Aldersgate,Little Rock,AR,Accredited Member,3.0,44615-9246,"3276 Dyewood Rd SWCarrollton, OH, Little Rock, AR, 44615-9246, USA",40.49215230000001,-81.1711619
Camp Aldersgate,3276 Dyewood Rd SW,,,Camp Aldersgate,Carrollton,OH,,1.0,44615-9246,"3276 Dyewood Rd SW, Carrollton, OH, 44615-9246, USA",40.49215230000001,-81.1711619
Military Adventure Camp,1122 Main Street,"Independent, Not for Profit",Jay Whitehead,Military Adventure Camp,Millersburg,KY,,1.0,40348,"1122 Main Street, Millersburg, KY, 40348, USA",38.3048447,-84.14347240000001
Heritage Camp #7,"11901 Seux Rd, BC V2V 4J1CANADA",,,Sons of Norway District 7,Mission,,,1.0,11901,"11901 Seux Rd, BC V2V 4J1CANADA, Mission, nan, 11901, USA",49.2184249,-122.2364167
Camp Gallahue,6758 Bear Creek Rd,Girl Scouts of the USA,Barb Nichols,Girl Scouts - Central Indiana,Morgantown,IN,,1.0,46160-9057,"6758 Bear Creek Rd, Morgantown, IN, 46160-9057, USA",39.291146,-86.3462258
Howe Summer Camp,700 N 270 E,Multidenominational Christian,David Paul,The Howe School,Howe,IN,,1.0,46746,"700 N 270 E, Howe, IN, 46746, USA",41.7403769,-85.3741521
Montlure,1 Country Rd 1121Greer,Presbyterian,Kellie von Borstel,Montlure Christian Camp (PCCCA),Flagstaff,AZ,,1.0,85927,"1 Country Rd 1121Greer, Flagstaff, AZ, 85927, USA",33.9945559,-109.453804
NeKaMo Camp  - A Cedarbrook Camp,13220 Mission RdWarsaw,Nondenominational Christian,Debbie Morris,NeKaMo Camp (Cedarbrook),WARSAW,MO,,1.0,13220,"13220 Mission RdWarsaw, WARSAW, MO, 13220, USA",38.2430811,-93.3818711
Camp Gregory,1803 Lake Rd,"Independent, Not for Profit",Abby Anderson,Caspar Gregory Camp Inc (Operator),Aurora,NY,,1.0,13026-9798,"1803 Lake Rd, Aurora, NY, 13026-9798, USA",42.7089315,-76.6989722
Beaver Creek,885 County Road 20,,,Mountain Sky Conference UMC (UMCRM),South Fork,CO,,1.0,81154,"885 County Road 20, South Fork, CO, 81154, USA",37.6062748,-106.6770413
Camp BizLIFE,1213 W Morehead St Ste 500Charlotte,,,Launched For Life,Greensboro,NC,,1.0,28208-5581,"1213 W Morehead St Ste 500Charlotte, Greensboro, NC, 28208-5581, USA",35.2288302,-80.8615623
Camp Mariastella,4316 Lanai RdEncino,"Independent, Not for Profit",,Camp Mariastella Inc,Wrightwood,CA,,1.0,91436-3617,"4316 Lanai RdEncino, Wrightwood, CA, 91436-3617, USA",34.1540054,-118.4922355
Easterseals Camp Harmon,16403 Highway 9,Easterseals,Anna Chambers,Easterseals Central CA,Boulder Creek,CA,,1.0,16403,"16403 Highway 9, Boulder Creek, CA, 16403, USA",37.1656806,-122.135166
Camp Louise,"195 Hawk RdShickshinny, PA",Girl Scouts of the USA,Rachel Miletto,Girl Scouts - Heart of Pennsylvania,Cascade,MD,Accredited Member,1.0,18655-2118,"195 Hawk RdShickshinny, PA, Cascade, MD, 18655-2118, USA",41.1531388,-76.15020779999999
Camp Louise,195 Hawk Rd,Girl Scouts of the USA,Rachel Miletto,Girl Scouts - Heart of Pennsylvania,Shickshinny,PA,,1.0,18655-2118,"195 Hawk Rd, Shickshinny, PA, 18655-2118, USA",41.8831849,-75.84059169999999
iD Tech Camps - Arizona,"8060 Singleton RdMidlothian, TX",,,iD Tech Camps,Campbell,CA,,1.0,76065-5940,"8060 Singleton RdMidlothian, TX, Campbell, CA, 76065-5940, USA",31.9685988,-99.9018131
Camp Carolina Trails - ADA,1225 Camp Hanes RdKing,American Diabetes Association,Aimee Beauchamp,American Diabetes Association - National Office (Accredited Camps),Randleman,NC,,1.0,27021-7545,"1225 Camp Hanes RdKing, Randleman, NC, 27021-7545, USA",36.3637883,-80.3607054
Red Arrow Camp,3980 Day Lake Rd,"Independent, For Profit",,Red Arrow Camp Foundation,Woodruff,WI,,1.0,54568-9543,"3980 Day Lake Rd, Woodruff, WI, 54568-9543, USA",46.0386515,-89.70214299999999
Union League Boys and Girls Club,,Boys & Girls Clubs of America,Gwyneth Emigh,Union League Boys and Girls Club (Operator),Salem,WI,,1.0,,"nan, Salem, WI, nan, USA",42.5542369,-88.1104802
YMCA Camp U-Nah-Li-Ya,12101 Y Camp Rd,YMCA,Maxwell A. Clark,Green Bay YMCA,Suring,WI,,1.0,12101,"12101 Y Camp Rd, Suring, WI, 12101, USA",45.11482540000001,-88.4437956
Huachuca Oaks Christian Camp,9502 S Highway 92,"Independent, Not for Profit",Dan Syson,Huachuca Oaks Christian Camp,Hereford,AZ,,1.0,85615-9630,"9502 S Highway 92, Hereford, AZ, 85615-9630, USA",31.3955376,-110.2401679
YMCA Camp Ravencliff,,YMCA,Melissa Laurie,YMCA of the East Bay,Redway,CA,,1.0,,"nan, Redway, CA, nan, USA",40.1209386,-123.8238117
Anne Springs Close Greenway & Recreation Complex,"PO Box 1209 Fort Mill, SC",,,Anne Springs Close Greenway & Recreation Complex,Spruce Pine,NC,,1.0,29716-1209,"PO Box 1209 Fort Mill, SC, Spruce Pine, NC, 29716-1209, USA",35.0073697,-80.94507589999999
Shenandoah Summer Adventures,618 Tatum Trl,"Independent, Not for Profit",Morgan Tebeau,Shenandoah Summer Adventures,Luray,VA,,1.0,22835-7710,"618 Tatum Trl, Luray, VA, 22835-7710, USA",38.7307232,-78.3836228
YMCA Camp Arrowhead,275 Kenyon Rd,YMCA,,YMCA Camp Arrowhead (Operator),Suffolk,VA,,1.0,23434-7450,"275 Kenyon Rd, Suffolk, VA, 23434-7450, USA",36.7264789,-76.655215
Immersion Island,4805 Hwy 86 S,,,Immersion Island,Chapel Hill,NC,,1.0,27514,"4805 Hwy 86 S, Chapel Hill, NC, 27514, USA",36.0137037,-79.0730401
Camp Kindle,PO Box 81147,Hospital/Health/Medical,,Camp Kindle (Operator),Lincoln,NE,,1.0,81147,"PO Box 81147, Lincoln, NE, 81147, USA",40.8136634,-96.7025764
Camp Cottaquilla,2500 Cottaquilla Rd,Girl Scouts of the USA,Kay Henderson,Girl Scouts - North-Central Alabama,Anniston,AL,,1.0,36207-0121,"2500 Cottaquilla Rd, Anniston, AL, 36207-0121, USA",33.7622,-85.71549999999999
Kanawahala Program Center,831 Girl Scout Rd,Girl Scouts of the USA,Terri Knowles,Girl Scouts - North-Central Alabama,Chelsea,AL,,1.0,35043-8515,"831 Girl Scout Rd, Chelsea, AL, 35043-8515, USA",33.3765128,-86.6028383
Mt. Lou San Bible Camp,2200 Blue Mountain Parkway,Nondenominational Christian,Philip Drake,Ligonier Camp and Conference Center (Operator),Harrisburg,PA,,1.0,17112,"2200 Blue Mountain Parkway, Harrisburg, PA, 17112, USA",40.366918,-76.806407
Courageous Community Services - Fun in the Sun,12701 Waterville Swanton Rd,"Independent, Not for Profit",Laura Kuhlenbeck,Courageous Community Services (Operator),Whitehouse,OH,,1.0,12701,"12701 Waterville Swanton Rd, Whitehouse, OH, 12701, USA",41.52913849999999,-83.8467198
Great Adventure Camp,14852 Hall Rd,Nondenominational Christian,,Great Adventure Camp (Operator),Cat Spring,TX,,1.0,14852,"14852 Hall Rd, Cat Spring, TX, 14852, USA",29.8762169,-96.34654719999999
Design Lab for K-12 Education,50 Pullen Rd,College or University,Kathleen Collier,NC State College of Design,Raleigh,NC,,1.0,27695-0001,"50 Pullen Rd, Raleigh, NC, 27695-0001, USA",35.7846367,-78.6648053
Beach Camp at Sunset Bay,14725 Norma Beach Rd,"Independent, Not for Profit",Jeffrey Thomas,Beach Camp at Sunset Bay (Operator),Edmonds,WA,,1.0,14725,"14725 Norma Beach Rd, Edmonds, WA, 14725, USA",47.8651754,-122.3331187
Indian Creek Girl Scout Camp,1101 Cc Camp Rd,Girl Scouts of the USA,Micki Blakeley,Indian Creek Girl Scout Camp,Chatham,LA,,1.0,71226-9754,"1101 Cc Camp Rd, Chatham, LA, 71226-9754, USA",32.2170548,-92.31746799999999
Camp Woodsey,900 Hilgard Ave # 301,,,UCLA UniCamp (Operator),Los Angeles,CA,,1.0,90024-3009,"900 Hilgard Ave # 301, Los Angeles, CA, 90024-3009, USA",34.0638577,-118.4408392
Anderson Western Colorado Camp,7177 Colorado River Rd,"Independent, For Profit",,Porter Trading Company,Gypsum,CO,,1.0,81637-9618,"7177 Colorado River Rd, Gypsum, CO, 81637-9618, USA",39.7215691,-107.0356986
YMCA Camp Ta Ta Pochon,42021 Jenks Lake Rd W,YMCA,,Y of  West San Gabriel Valley,Angelus Oaks,CA,,1.0,42021,"42021 Jenks Lake Rd W, Angelus Oaks, CA, 42021, USA",34.159055,-116.8872605
Camp Sky-Wa-Mo,1166 Sky WA MO Rd,,,Girl Scout Council of the Southern Appalachians,Bluff City,TN,,1.0,37618-4652,"1166 Sky WA MO Rd, Bluff City, TN, 37618-4652, USA",36.4213879,-82.1890336
Mission Valley YMCA Camp Marston,4761 Pine Hills Rd,,,Mission Valley YMCA Camp Marston,Julian,CA,,1.0,92036,"4761 Pine Hills Rd, Julian, CA, 92036, USA",33.04322620000001,-116.6213522
Camp Breathe Easy,210 S  Broad StWinder,"Independent, Not for Profit",Nyleta Wallace,American Lung Association in Georgia,Rutledge,GA,,1.0,30680,"210 S  Broad StWinder, Rutledge, GA, 30680, USA",33.9842248,-83.7335698
Pinelands Center at Mt Misery,801 Mount Misery Rd,United Methodist,Timothy J Goodwin,The Greater New Jersey Conference (UMCRM),Browns Mills,NJ,,1.0,08015-7005,"801 Mount Misery Rd, Browns Mills, NJ, 08015-7005, USA",39.921508,-74.5246998
Lake Naomi Kids Klub,175 Pennsylvania 423,,,Lake Naomi Club,Pocono Pines,PA,,1.0,18350,"175 Pennsylvania 423, Pocono Pines, PA, 18350, USA",41.1082135,-75.47386929999999
Adventure Camps,925 Roundtop Rd,"Independent, For Profit",,Roundtop Mountain Resort,Lewisberry,PA,,1.0,17339-9762,"925 Roundtop Rd, Lewisberry, PA, 17339-9762, USA",40.1091385,-76.92152899999999
Channel Islands YMCA-Redwood,49716 Highway 180,YMCA,Matt Stiffler,Channel Islands YMCA,Miramonte,CA,,1.0,49716,"49716 Highway 180, Miramonte, CA, 49716, USA",36.735413,-118.991306
Tippecanoe Camp and Retreat Center,6 Ems T52A Ln,"Baptist, American",Rebecca Scott,American Baptist Churches Ind,North Webster,IN,,1.0,46555,"6 Ems T52A Ln, North Webster, IN, 46555, USA",41.3257576,-85.7254203
G.A.M.E.S.,1308 W Green St,College or University,Kris Ackerman,"University of Illinois, GAMES",Urbana,IL,,1.0,61801-2936,"1308 W Green St, Urbana, IL, 61801-2936, USA",40.1108503,-88.226968
Cherry Valley,3450 E Sierra Madre BlvdPasadena,Boy Scouts of America,Gary Jensen,Greater Los Angeles Area Council Boy Scouts,Avalon,CA,,1.0,91107-1934,"3450 E Sierra Madre BlvdPasadena, Avalon, CA, 91107-1934, USA",34.1611296,-118.0788683
Blue Streak Stables,365 Blackjack Oak Rd,,,Jorge L Merigo,Seguin,TX,,1.0,78155-8201,"365 Blackjack Oak Rd, Seguin, TX, 78155-8201, USA",29.4649947,-97.8629771
Camp Pinewood,"1140 Willey Rd Arkport, NY",,,Girl Scouts of Western New York,Hendersonville,NC,Accredited Member,1.0,14807-9545,"1140 Willey Rd Arkport, NY, Hendersonville, NC, 14807-9545, USA",42.446344,-77.669755
Camp Pinewood,1140 Willey Rd,,,Girl Scouts of Western New York,Arkport,NY,,1.0,14807-9545,"1140 Willey Rd, Arkport, NY, 14807-9545, USA",42.446344,-77.669755
UCLA UniCamp,2131 John Wooden Center,College or University,Jason Liou,UCLA UniCamp (Operator),Los Angeles,CA,,1.0,90024-3009,"2131 John Wooden Center, Los Angeles, CA, 90024-3009, USA",34.0713489,-118.4452164
Hoofbeat Ridge Resident Camp,5304 Reeve Rd,"Independent, For Profit",Ted Marthe CCD,Hoofbeat Ridge,Mazomanie,WI,,1.0,53560-9368,"5304 Reeve Rd, Mazomanie, WI, 53560-9368, USA",43.145757,-89.8117055
Loch Leven Christian Camp and Conference Center,36910 Old Mill Creek Rd,Disciples of Christ,June Boutwell,Christian Church Disciples of Christ (PSWR),Mentone,CA,,1.0,36910,"36910 Old Mill Creek Rd, Mentone, CA, 36910, USA",34.104292,-116.990498
Camp Viola,208 Camp Viola Rd,"Independent, Not for Profit",Lisa Evans,Camp Viola (Operator),Lagrange,GA,,1.0,30241-7897,"208 Camp Viola Rd, Lagrange, GA, 30241-7897, USA",33.0513582,-84.88185279999999
Camp Tioga,1635 State Route 2036,"Independent, For Profit",Mike Wagenberg & Mike Kuznetz,Camp Tioga (Operator),Thompson,PA,,1.0,18465-9100,"1635 State Route 2036, Thompson, PA, 18465-9100, USA",41.7875501,-75.5614575
Broadstone,1431 Broadstone Rd,,Judith Bevan,Study UA,Banner Elk,NC,,1.0,28604-7945,"1431 Broadstone Rd, Banner Elk, NC, 28604-7945, USA",36.1948366,-81.76107549999999
Camp Woodlands,2744 Riva Rd,,,Girl Scouts of Central Maryland,Annapolis,MD,,1.0,21401-7201,"2744 Riva Rd, Annapolis, MD, 21401-7201, USA",38.9697073,-76.56708259999999
Camp Pisgah,570 Girl Scout Camp Rd,Girl Scouts of the USA,,Girl Scouts - Carolinas Peaks to Piedmont,Brevard,NC,,1.0,28712-8677,"570 Girl Scout Camp Rd, Brevard, NC, 28712-8677, USA",35.1459694,-82.78146799999999
Faith Adventure Camp,HC 2 Box 148,"Evangelical, Free",Brad Ruffcorn,Faith Church of the Valley,Payson,AZ,,1.0,85541-9783,"HC 2 Box 148, Payson, AZ, 85541-9783, USA",34.2308684,-111.3251355
Camp Shalom Day Camp,46 Bowen Rd,"Jewish, Reform",,Camp Kutz and Shalom (Operator),Warwick,NY,,1.0,10990-3910,"46 Bowen Rd, Warwick, NY, 10990-3910, USA",41.211824,-74.37606439999999
Gnaw Bone Camp Inc,1888 State Road 135 S,"Independent, For Profit",Alice Lorenz,Gnaw Bone Camp Inc (Operator),Nashville,IN,,1.0,47448-9056,"1888 State Road 135 S, Nashville, IN, 47448-9056, USA",39.1591412,-86.18132279999999
Orange YMCA at Camp Oakes,PO Box 452,YMCA,Ronald Clear,YMCA of Orange,Big Bear City,CA,,1.0,92314-0452,"PO Box 452, Big Bear City, CA, 92314-0452, USA",34.2611183,-116.84503
Future Leaders of America at Camp Whittier,2400 Highway 154,"Independent, For Profit",Angeles Arroyo,Future Leaders of America Inc,Santa Barbara,CA,,1.0,93105-9797,"2400 Highway 154, Santa Barbara, CA, 93105-9797, USA",34.56730870000001,-119.9548886
Singing Hills,114 Singing Hills Rd,,,Girl Scouts - Western Pennsylvania,Oil City,PA,,1.0,16301-5140,"114 Singing Hills Rd, Oil City, PA, 16301-5140, USA",41.4633629,-79.7578448
"Camp ""I Am Me""",32405 N US Highway 12,,,Illinois Fire Safety Alliance,Volo,IL,,1.0,32405,"32405 N US Highway 12, Volo, IL, 32405, USA",42.3385114,-88.1617469
Johns River Valley Camp,6211 US Highway 90,United Church of Christ,Rev. C. L. Stumb,Southern Conference United Church of Christ,Collettsville,NC,,1.0,28611-9055,"6211 US Highway 90, Collettsville, NC, 28611-9055, USA",35.9119999,-81.3333912
Elliott,289 Camp Elliot Ln,,,Girl Scouts - Western Pennsylvania,Volant,PA,,1.0,16156-3003,"289 Camp Elliot Ln, Volant, PA, 16156-3003, USA",41.1036091,-80.2651205
Welaka,10205 SE Girl Scout Rd,Girl Scouts of the USA,Emily Zarzycki,Girl Scouts - Southeast Florida,Jupiter,FL,,1.0,10205,"10205 SE Girl Scout Rd, Jupiter, FL, 10205, USA",26.984844,-80.11919639999999
Universal Camping,210 Twin Pine Dr,"Independent, For Profit",,Michael  T Dealy (Operator),Gilboa,NY,,1.0,12076-2834,"210 Twin Pine Dr, Gilboa, NY, 12076-2834, USA",42.3968024,-74.41923659999999
Mainstay Summer Program,200 Roessler Rd,"Independent, Not for Profit",,Mainstay Life Services,Pittsburgh,PA,,1.0,15220-1037,"200 Roessler Rd, Pittsburgh, PA, 15220-1037, USA",40.3945394,-80.0593865
